,name,rank,target,type,base_damage,upgraded_damage,base_crit,upgraded_crit,base_self,upgraded_self,base_cooldown,upgraded_cooldown,base_effect,upgraded_effect,target_restriction,notes,hero_id,base_uses,upgraded_uses,path_name,skill_name,hero_name
74,Sepsis (Exanimate),..oo,ooo.,melee,,,0.0,0.0," <span class""heal-dd2"">Heal to {{HP2}} 45%</span>",,2,0, Requires Target {{Blight2}} and Self {{HP2}} < 50%<br /> Deals 75% of remaining {{Blight2}} as DMG<br /> Remove {{Blight2}}, Requires Target {{Blight2}} and Self {{HP2}} < 50%<br /> Deals 100% of remaining {{Blight2}} as DMG<br /> Remove {{Blight2}},,{{DoTBombDesc}} }},Flag,2.0,3.0,Exanimate,Sepsis,Flagellant
75,Sepsis (Scourge),..oo,ooo.,melee,,,0.0,0.0,,,2,0, Requires Target {{Blight2}}<br /> Deals 50% of remaining {{Blight2}} as DMG<br /> Remove {{Blight2}} unless Target {{Combo}}, Requires {{Blight2}}<br /> Deals 100% of remaining {{Blight2}} as DMG<br /> Remove {{Blight2}} unless Target {{Combo}},,{{DoTBombDesc}} }},Flag,inf,inf,Scourge,Sepsis,Flagellant
76,Undying,oooo,oooo,heal,,,0.0,0.0,10% {{HP2}} DMG,,1,0,{{Regen|3}},{{Regen|5}},Ally,,Flag,inf,inf,Wanderer,Undying,Flagellant
77,Necrosis,.oo.,o-o-o-o,melee,3-6,4-8,0.05,0.0, {{HP2|heal|5%}} ,,1,0, Requires Target {{Blight2}},,," This skill <span class""heal-dd2"">Heals 5%</span> Per Target for a maximun of 20% {{HP2}} }}",Flag,inf,inf,Wanderer,Necrosis,Flagellant
58,Fester,oooo,oooo,ranged,,,0.0,0.0,,,0,0," <span class""death"">Clear Corpse</span><br /> Adjacent Enemies: {{Blight2|3}}"," <span class""death"">Clear Corpse</span><br /> Adjacent Enemies: {{Blight2|5}}",Corpse,{{CorpseClear2Desc}} }},Flag,inf,inf,Maniac,Fester,Flagellant
59,Deathless,oooo,oooo,heal,,,0.0,0.0, 20% {{HP2}} DMG,,1,0, {{HP2|heal|25%}}, {{HP2|heal|35%}},Ally,This skill has a hidden condition:<br> * Requires Target HP {{HP2}} < 100% }},Flag,inf,inf,Maniac,Deathless,Flagellant
61,Endure,oooo,oooo,buff,,,0.0,0.0,{{Stress2|+2}},,0,0,{{Stress2|-2}},{{Stress2|-3}} }},Ally,,Flag,inf,inf,Maniac,Endure,Flagellant
69,More! MORE!,..oo,self,buff,,,0.0,0.0, {{Buff2}} When Damaged: {{Pain}} (1 Turn)<br> {{Taunt|2}}, {{Buff2}} When Damaged: {{Pain+}} (1 Turn)<br> {{Taunt|2}},1,0,,,,<i></i>  * Self-damage (e.g. from the Flagellant's other skills) also generates {{Pain}}/{{Pain+}} tokens. * {{DoT2TickDesc}} }},Flag,inf,inf,Maniac,More! MORE!,Flagellant
70,Suffer,oooo,oooo,buff,,,0.0,0.0,{{Buff2}}{{DB2|res|+10}} (3 Turns), {{Buff2}}{{DB2|res|+10}} (3 Turns)<br /> End of Next Turn: Remove {{DoT2}} }},1,0, Requires {{DoT2}}<br /> Steal {{DoT2}},,Ally,,Flag,inf,inf,Maniac,Suffer,Flagellant
76,Undying,oooo,oooo,heal,,,0.0,0.0,10% {{HP2}} DMG,,1,0,{{Regen|3}},{{Regen|5}},Ally,,Flag,inf,inf,Maniac,Undying,Flagellant
77,Necrosis,.oo.,o-o-o-o,melee,3-6,4-8,0.05,0.0, {{HP2|heal|5%}} ,,1,0, Requires Target {{Blight2}},,," This skill <span class""heal-dd2"">Heals 5%</span> Per Target for a maximun of 20% {{HP2}} }}",Flag,inf,inf,Maniac,Necrosis,Flagellant
58,Fester,oooo,oooo,ranged,,,0.0,0.0,,,0,0," <span class""death"">Clear Corpse</span><br /> Adjacent Enemies: {{Blight2|3}}"," <span class""death"">Clear Corpse</span><br /> Adjacent Enemies: {{Blight2|5}}",Corpse,{{CorpseClear2Desc}} }},Flag,inf,inf,Exanimate,Fester,Flagellant
59,Deathless,oooo,oooo,heal,,,0.0,0.0, 20% {{HP2}} DMG,,1,0, {{HP2|heal|25%}}, {{HP2|heal|35%}},Ally,This skill has a hidden condition:<br> * Requires Target HP {{HP2}} < 100% }},Flag,inf,inf,Exanimate,Deathless,Flagellant
61,Endure,oooo,oooo,buff,,,0.0,0.0,{{Stress2|+2}},,0,0,{{Stress2|-2}},{{Stress2|-3}} }},Ally,,Flag,inf,inf,Exanimate,Endure,Flagellant
69,More! MORE!,..oo,self,buff,,,0.0,0.0, {{Buff2}} When Damaged: {{Pain}} (1 Turn)<br> {{Taunt|2}}, {{Buff2}} When Damaged: {{Pain+}} (1 Turn)<br> {{Taunt|2}},1,0,,,,<i></i>  * Self-damage (e.g. from the Flagellant's other skills) also generates {{Pain}}/{{Pain+}} tokens. * {{DoT2TickDesc}} }},Flag,inf,inf,Exanimate,More! MORE!,Flagellant
70,Suffer,oooo,oooo,buff,,,0.0,0.0,{{Buff2}}{{DB2|res|+10}} (3 Turns), {{Buff2}}{{DB2|res|+10}} (3 Turns)<br /> End of Next Turn: Remove {{DoT2}} }},1,0, Requires {{DoT2}}<br /> Steal {{DoT2}},,Ally,,Flag,inf,inf,Exanimate,Suffer,Flagellant
76,Undying,oooo,oooo,heal,,,0.0,0.0,10% {{HP2}} DMG,,1,0,{{Regen|3}},{{Regen|5}},Ally,,Flag,inf,inf,Exanimate,Undying,Flagellant
77,Necrosis,.oo.,o-o-o-o,melee,3-6,4-8,0.05,0.0, {{HP2|heal|5%}} ,,1,0, Requires Target {{Blight2}},,," This skill <span class""heal-dd2"">Heals 5%</span> Per Target for a maximun of 20% {{HP2}} }}",Flag,inf,inf,Exanimate,Necrosis,Flagellant
55,Punish,.ooo,oo..,melee,3-6,4-8,0.05,0.1, 10% {{HP2}} DMG,,0,0, {{Blight2|pierce|+30}} when Target {{Combo}}<br> {{Blight2|3}}, {{Blight2|pierce|+30}} when Target {{Combo}}<br> {{Blight2|4}} }},,,Flag,inf,inf,Scourge,Punish,Flagellant
58,Fester,oooo,oooo,ranged,,,0.0,0.0,,,0,0," <span class""death"">Clear Corpse</span><br /> Adjacent Enemies: {{Blight2|3}}"," <span class""death"">Clear Corpse</span><br /> Adjacent Enemies: {{Blight2|5}}",Corpse,{{CorpseClear2Desc}} }},Flag,inf,inf,Scourge,Fester,Flagellant
61,Endure,oooo,oooo,buff,,,0.0,0.0,{{Stress2|+2}},,0,0,{{Stress2|-2}},{{Stress2|-3}} }},Ally,,Flag,inf,inf,Scourge,Endure,Flagellant
66,Acid Rain,..oo,..o-o,ranged,2-3,3-4,0.05,0.1,10% {{HP2}} DMG }},,0,0, {{Blight2|pierce|+30}} when Target {{Combo}}<br> {{Blight2|2}}, {{Blight2|pierce|+30}} when Target {{Combo}}<br> {{Blight2|3}},,,Flag,inf,inf,Scourge,Acid Rain,Flagellant
69,More! MORE!,..oo,self,buff,,,0.0,0.0, {{Buff2}} When Damaged: {{Pain}} (1 Turn)<br> {{Taunt|2}}, {{Buff2}} When Damaged: {{Pain+}} (1 Turn)<br> {{Taunt|2}},1,0,,,,<i></i>  * Self-damage (e.g. from the Flagellant's other skills) also generates {{Pain}}/{{Pain+}} tokens. * {{DoT2TickDesc}} }},Flag,inf,inf,Scourge,More! MORE!,Flagellant
76,Undying,oooo,oooo,heal,,,0.0,0.0,10% {{HP2}} DMG,,1,0,{{Regen|3}},{{Regen|5}},Ally,,Flag,inf,inf,Scourge,Undying,Flagellant
77,Necrosis,.oo.,o-o-o-o,melee,3-6,4-8,0.05,0.0, {{HP2|heal|5%}} ,,1,0, Requires Target {{Blight2}},,," This skill <span class""heal-dd2"">Heals 5%</span> Per Target for a maximun of 20% {{HP2}} }}",Flag,inf,inf,Scourge,Necrosis,Flagellant
31,Touché,oooo,oo..,melee,5-7,7-9,0.05,0.1, {{Move2|back|1}} When {{DefensiveStance}}<br> {{Move2|forward|1}} When {{AggressiveStance}}," {{Move2|back|1}} When {{DefensiveStance}}<br> {{Move2|forward|1}} When {{AggressiveStance}}<br> <span class""buff-dd2"">Rank 1 or 2:</span> Gain {{DefensiveStance}} If no Stance<br> <span class""buff-dd2"">Rank 3 or 4:</span> Gain {{AggressiveStance}} If no Stance }}",0,0,,,,,Duel,inf,inf,Wanderer,Touché,Duelist
32,Touché (Antagoniste),.ooo,ooo.,melee,4-5,5-7,0.05,0.1,,,0,0, {{Weak}} When {{DefensiveStance}}<br> {{Vuln}} When {{AggressiveStance}}," {{Weak}} When {{DefensiveStance}}<br> {{Vuln}} When {{AggressiveStance}}<br> <span class""buff-dd2"">Rank 1 or 2:</span> Gain {{DefensiveStance}} If no Stance<br> <span class""buff-dd2"">Rank 3 or 4:</span> Gain {{AggressiveStance}} If no Stance }}",,,Duel,inf,inf,Antagoniste,Touché,Duelist
33,Feint,.ooo,oo..,melee,2-4,3-6,0.05,0.1, Invert Stance<br /> {{Riposte2|2}}, Invert Stance<br /> {{Riposte2|3}} }},0,0,,,,,Duel,inf,inf,Wanderer,Feint,Duelist
34,Feint (Intrépide),.ooo,oo..,melee,2-4,3-6,0.05,0.1, Invert Stance<br /> {{Dodge|2}}, Invert Stance<br /> {{Dodge+|2}} }},1,0,,,,,Duel,inf,inf,Intrépide,Feint,Duelist
35,Disengage,.ooo,ooo.,melee,3-5,4-6,0.05,0.1, {{Move2|back|1}}<br> {{DefensiveStance}}{{Dodge}}, {{Move2|back|1}}<br> {{DefensiveStance}}{{Dodge+}},0,0, {{Riposte2|ignore}}<br> {{Move2|pull|1}} When {{DefensiveStance}}<br> {{Move2|knockback|1}} When {{AggressiveStance}}, {{Riposte2|ignore}}<br> {{Move2|pull|2}} When {{DefensiveStance}}<br> {{Move2|knockback|2}} When {{AggressiveStance}} }},,,Duel,inf,inf,Wanderer,Disengage,Duelist
36,Disengage (Instructrice),.ooo,ooo.,melee,2-4,3-5,0.05,0.1, {{Move2|back|2}}<br /> Invert Stance<br /> {{Dodge}}, {{Move2|back|2}}<br /> Invert Stance<br /> {{Dodge+}},0,0,{{Riposte2|ignore}} }},,,,Duel,inf,inf,Instructrice,Disengage,Duelist
37,Disengage (Antagoniste),.ooo,ooo.,melee,3-5,4-6,0.05,0.1, {{Move2|back|1}}<br> {{DefensiveStance}}{{Dodge}},,0,0, {{Riposte2|ignore}}<br /> {{Combo}} When {{AggressiveStance}}, {{Riposte2|ignore}}<br /> {{Combo}}: {{Blind|2}} when {{DefensiveStance}} {{Combo}} When {{AggressiveStance}}<br>  }},,,Duel,inf,inf,Antagoniste,Disengage,Duelist
38,Disengage (Intrépide),.ooo,ooo.,melee,3-5,4-6,0.05,0.1, {{Move2|back|1}}<br /> {{DefensiveStance}}<br> {{Stealth2|2}} When {{DefensiveStance}}, {{Move2|back|1}}<br /> {{DefensiveStance}}<br> {{Stealth2|2}} When {{DefensiveStance}}<br> Gain {{Guard2|2}} from Ally Behind When {{AggressiveStance}},1,0,{{Riposte2|ignore}},,,The ally applying {{Guard2}} is the ally behind the Duelist ''before'' using the skill. }},Duel,inf,inf,Intrépide,Disengage,Duelist
39,Flick,..oo,oo..,melee,4-6,6-8,0.1,0.15,,,0,0, {{Dodge|ignore}} When {{DefensiveStance}}<br> {{Block|ignore}} When {{AggressiveStance}}, {{Execution|1}}<br> {{Dodge|ignore}} When {{DefensiveStance}}<br> {{Block|ignore}} When {{AggressiveStance}} }},,,Duel,inf,inf,Wanderer,Flick,Duelist
40,Preparation,oooo,self,buff,,,0.0,0.0, {{AggressiveStance}}{{Strength}}{{SpeedToken}}," {{AggressiveStance}}{{Strength}}{{SpeedToken}}<br> <span class""buff-dd2"">+50% Riposte DMG</span> (4 Turns) When {{DefensiveStance}}<br> {{Crit}} When {{AggressiveStance}}",1,0,,,,,Duel,inf,inf,Wanderer,Preparation,Duelist
41,Preparation (Intrépide),oooo,self,buff,,,0.0,0.0, {{AggressiveStance}}{{Strength}}{{SpeedToken}}, {{AggressiveStance}}{{Strength}}{{SpeedToken}}<br> Remove {{DoT2}} When {{DefensiveStance}}<br> {{Crit}} When {{AggressiveStance}},1,0,,,,,Duel,inf,inf,Intrépide,Preparation,Duelist
42,The Boot,.ooo,oo..,melee,2-5,3-6,0.05,0.15,,,0,0, Requires Self has{{AggressiveStance}}<br> {{Move2|knockback|2}}, Requires Self has{{AggressiveStance}}<br> {{Move2|knockback|3}}<br> {{Combo}} }},,,Duel,inf,inf,Wanderer,The Boot,Duelist
43,The Boot (Antagoniste),.ooo,oo..,melee,2-5,3-6,0.05,0.15,,,0,0, Requires Self has {{DefensiveStance}}<br> {{Move2|knockback|2}}<br> {{StunToken}} when Target {{Combo}}, Requires Self has {{DefensiveStance}} or {{AggressiveStance}}<br> {{Move2|knockback|2}}<br> {{Combo}}: {{StunToken}} When {{DefensiveStance}}<br> {{Combo}} When {{AggressiveStance}} }},,,Duel,inf,inf,Antagoniste,The Boot,Duelist
44,Again!,oooo,oooo,buff,,,0.0,0.0," Remove <span class""buff-dd2"">Stance</span> Tokens"," Remove <span class""buff-dd2"">Stance</span> Tokens (50%)",5,0, Requires Self has {{AggressiveStance}}<br>Clear Skills Cooldowns, Requires Self has {{AggressiveStance}} or {{DefensiveStance}}<br>Clear Skill Cooldowns,Ally,,Duel,2.0,inf,Wanderer,Again!,Duelist
45,Again! (Instructrice),oo..,oooo,buff,,,0.0,0.0,,,3,0, Requires Self has {{AggressiveStance}}<br> +10% DMG per {{Stress2}} (4 Turns)," Requires Self has {{DefensiveStance}} or {{AggressiveStance}}  {{Stress2|+3}}, <span class""buff-dd2"">Extra Turn</span> Next Round When {{DefensiveStance}}<br> +10% DMG per {{Stress2}} (4 Turns) When {{AggressiveStance}}",Ally," The extra turn is not a [[Combat Mechanics (Darkest Dungeon II)#Extra Actions|extra action]], but a full turn. That is,  * {{DoT2|-}} effects are applied. * {{Buff2|-}} and {{Debuff2|-}} effects tick down. * Cooldowns decrease by one turn. }}",Duel,inf,inf,Instructrice,Again!,Duelist
46,Flèche,ooo.,ooo.,melee,6-8,7-10,0.1,0.15, {{AggressiveStance}}<br> {{Move2|forward|3}}<br> {{Dodge|remove}}, {{AggressiveStance}}<br> {{Move2|forward|3}}<br> Remove all {{Dodge}} when no {{DefensiveStance}} }},0,0," <span class""buff-dd2"">+30%</span> DMG When {{AggressiveStance}}"," <span class""buff-dd2"">+30%</span> DMG When {{AggressiveStance}}<br> <span class""buff-dd2"">+5%</span> CRIT When {{AggressiveStance}}",,,Duel,inf,inf,Wanderer,Flèche,Duelist
47,Meditation,oooo,self,buff,,,0.0,0.0," {{DefensiveStance}}, {{Dodge|3}}<br> {{Taunt|2}} when {{DefensiveStance}}<br> {{Riposte2|2}} when {{AggressiveStance}}"," {{DefensiveStance}}, {{Dodge+|3}}<br> Remove {{Combo}}<br> {{Taunt|2}} when {{DefensiveStance}}<br> {{Riposte2|2}} when {{AggressiveStance}} }}",1,0,,,,,Duel,inf,inf,Wanderer,Meditation,Duelist
48,Coup de Grâce,oooo,oooo,ranged,4,6,0.05,0.1,,,1,0," Requires Self has{{DefensiveStance}}<br> Ignores {{Block}}, {{Weak}}<br /> {{Execution|1}}"," Requires Self has{{DefensiveStance}}<br> Ignores {{Block}}, {{Weak}}<br /> {{Execution|2}}",,,Duel,inf,inf,Wanderer,Coup de Grâce,Duelist
49,Coup de Grâce (Instructrice),oo..,.ooo,ranged,4-6,5-8,0.15,0.2,,,1,0, {{Execution|1}}," {{Execution|1}}<br> <span class""buff-dd2"">Gain On Killing Blow:</span> Clear all Skill Cooldowns",,,Duel,inf,inf,Instructrice,Coup de Grâce,Duelist
50,Coup de Grâce (Antagoniste),oooo,.ooo,ranged,1-2,2-3,0.05,0.1," Remove All <span class""buff-dd2"">Stance</span> Tokens",,2,0," Requires Self has {{AggressiveStance}}<br> {{Weak|2}}, {{Vuln|2}}"," Requires Self has {{DefensiveStance}} or {{AggressiveStance}}<br> {{StunToken}} when {{DefensiveStance}} {{Weak|2}}, {{Vuln|2}} When {{AggressiveStance}}",,,Duel,inf,inf,Antagoniste,Coup de Grâce,Duelist
51,Coup de Grâce (Intrépide),oooo,.ooo,ranged,4-6,5-8,0.05,0.1,''Remove Intrépide Stance Effects'',,2,0,,,,,Duel,inf,inf,Intrépide,Coup de Grâce,Duelist
52,Ruthless Instruction,oooo,oooo,buff,,,0.0,0.0,,,1,0, Requires Self has {{DefensiveStance}}<br> {{Dodge|2}}, Requires Self has {{DefensiveStance}} or {{AggressiveStance}}<br> {{Dodge|2}} when {{AggressiveStance}}<br> {{Buff2|Skills Ignore {{Blind}}}} (3 Turns) when {{DefensiveStance}},,,Duel,inf,inf,Wanderer,Ruthless Instruction,Duelist
53,Ruthless Instruction (Instructrice),oo..,oooo,buff,,,0.0,0.0,,,1,0," Requires Self has {{DefensiveStance}} or {{AggressiveStance}}<br> Stress 5+: {{Stress2|-2}} when {{DefensiveStance}}<br> {{Stress2|+1}}, {{Strength}} when {{AggressiveStance}}"," Requires Self has {{DefensiveStance}} or {{AggressiveStance}}<br> Stress 5+: {{Stress2|-3}}, Remove {{Horror2}} when {{DefensiveStance}}<br> {{Stress2|+1}}, {{Crit}} when {{AggressiveStance}}",Ally,,Duel,inf,inf,Instructrice,Ruthless Instruction,Duelist
54,''Riposte Attack'',oooo,oooo,melee,4-7,,0.05,0.0,,,0,0,,,,{{Riposte2Desc}} }},Duel,inf,inf,Wanderer,''Riposte Attack'',Duelist
33,Feint,.ooo,oo..,melee,2-4,3-6,0.05,0.1, Invert Stance<br /> {{Riposte2|2}}, Invert Stance<br /> {{Riposte2|3}} }},0,0,,,,,Duel,inf,inf,Antagoniste,Feint,Duelist
39,Flick,..oo,oo..,melee,4-6,6-8,0.1,0.15,,,0,0, {{Dodge|ignore}} When {{DefensiveStance}}<br> {{Block|ignore}} When {{AggressiveStance}}, {{Execution|1}}<br> {{Dodge|ignore}} When {{DefensiveStance}}<br> {{Block|ignore}} When {{AggressiveStance}} }},,,Duel,inf,inf,Antagoniste,Flick,Duelist
40,Preparation,oooo,self,buff,,,0.0,0.0, {{AggressiveStance}}{{Strength}}{{SpeedToken}}," {{AggressiveStance}}{{Strength}}{{SpeedToken}}<br> <span class""buff-dd2"">+50% Riposte DMG</span> (4 Turns) When {{DefensiveStance}}<br> {{Crit}} When {{AggressiveStance}}",1,0,,,,,Duel,inf,inf,Antagoniste,Preparation,Duelist
44,Again!,oooo,oooo,buff,,,0.0,0.0," Remove <span class""buff-dd2"">Stance</span> Tokens"," Remove <span class""buff-dd2"">Stance</span> Tokens (50%)",5,0, Requires Self has {{AggressiveStance}}<br>Clear Skills Cooldowns, Requires Self has {{AggressiveStance}} or {{DefensiveStance}}<br>Clear Skill Cooldowns,Ally,,Duel,2.0,inf,Antagoniste,Again!,Duelist
46,Flèche,ooo.,ooo.,melee,6-8,7-10,0.1,0.15, {{AggressiveStance}}<br> {{Move2|forward|3}}<br> {{Dodge|remove}}, {{AggressiveStance}}<br> {{Move2|forward|3}}<br> Remove all {{Dodge}} when no {{DefensiveStance}} }},0,0," <span class""buff-dd2"">+30%</span> DMG When {{AggressiveStance}}"," <span class""buff-dd2"">+30%</span> DMG When {{AggressiveStance}}<br> <span class""buff-dd2"">+5%</span> CRIT When {{AggressiveStance}}",,,Duel,inf,inf,Antagoniste,Flèche,Duelist
47,Meditation,oooo,self,buff,,,0.0,0.0," {{DefensiveStance}}, {{Dodge|3}}<br> {{Taunt|2}} when {{DefensiveStance}}<br> {{Riposte2|2}} when {{AggressiveStance}}"," {{DefensiveStance}}, {{Dodge+|3}}<br> Remove {{Combo}}<br> {{Taunt|2}} when {{DefensiveStance}}<br> {{Riposte2|2}} when {{AggressiveStance}} }}",1,0,,,,,Duel,inf,inf,Antagoniste,Meditation,Duelist
52,Ruthless Instruction,oooo,oooo,buff,,,0.0,0.0,,,1,0, Requires Self has {{DefensiveStance}}<br> {{Dodge|2}}, Requires Self has {{DefensiveStance}} or {{AggressiveStance}}<br> {{Dodge|2}} when {{AggressiveStance}}<br> {{Buff2|Skills Ignore {{Blind}}}} (3 Turns) when {{DefensiveStance}},,,Duel,inf,inf,Antagoniste,Ruthless Instruction,Duelist
54,''Riposte Attack'',oooo,oooo,melee,4-7,,0.05,0.0,,,0,0,,,,{{Riposte2Desc}} }},Duel,inf,inf,Antagoniste,''Riposte Attack'',Duelist
31,Touché,oooo,oo..,melee,5-7,7-9,0.05,0.1, {{Move2|back|1}} When {{DefensiveStance}}<br> {{Move2|forward|1}} When {{AggressiveStance}}," {{Move2|back|1}} When {{DefensiveStance}}<br> {{Move2|forward|1}} When {{AggressiveStance}}<br> <span class""buff-dd2"">Rank 1 or 2:</span> Gain {{DefensiveStance}} If no Stance<br> <span class""buff-dd2"">Rank 3 or 4:</span> Gain {{AggressiveStance}} If no Stance }}",0,0,,,,,Duel,inf,inf,Intrépide,Touché,Duelist
39,Flick,..oo,oo..,melee,4-6,6-8,0.1,0.15,,,0,0, {{Dodge|ignore}} When {{DefensiveStance}}<br> {{Block|ignore}} When {{AggressiveStance}}, {{Execution|1}}<br> {{Dodge|ignore}} When {{DefensiveStance}}<br> {{Block|ignore}} When {{AggressiveStance}} }},,,Duel,inf,inf,Intrépide,Flick,Duelist
42,The Boot,.ooo,oo..,melee,2-5,3-6,0.05,0.15,,,0,0, Requires Self has{{AggressiveStance}}<br> {{Move2|knockback|2}}, Requires Self has{{AggressiveStance}}<br> {{Move2|knockback|3}}<br> {{Combo}} }},,,Duel,inf,inf,Intrépide,The Boot,Duelist
44,Again!,oooo,oooo,buff,,,0.0,0.0," Remove <span class""buff-dd2"">Stance</span> Tokens"," Remove <span class""buff-dd2"">Stance</span> Tokens (50%)",5,0, Requires Self has {{AggressiveStance}}<br>Clear Skills Cooldowns, Requires Self has {{AggressiveStance}} or {{DefensiveStance}}<br>Clear Skill Cooldowns,Ally,,Duel,2.0,inf,Intrépide,Again!,Duelist
46,Flèche,ooo.,ooo.,melee,6-8,7-10,0.1,0.15, {{AggressiveStance}}<br> {{Move2|forward|3}}<br> {{Dodge|remove}}, {{AggressiveStance}}<br> {{Move2|forward|3}}<br> Remove all {{Dodge}} when no {{DefensiveStance}} }},0,0," <span class""buff-dd2"">+30%</span> DMG When {{AggressiveStance}}"," <span class""buff-dd2"">+30%</span> DMG When {{AggressiveStance}}<br> <span class""buff-dd2"">+5%</span> CRIT When {{AggressiveStance}}",,,Duel,inf,inf,Intrépide,Flèche,Duelist
47,Meditation,oooo,self,buff,,,0.0,0.0," {{DefensiveStance}}, {{Dodge|3}}<br> {{Taunt|2}} when {{DefensiveStance}}<br> {{Riposte2|2}} when {{AggressiveStance}}"," {{DefensiveStance}}, {{Dodge+|3}}<br> Remove {{Combo}}<br> {{Taunt|2}} when {{DefensiveStance}}<br> {{Riposte2|2}} when {{AggressiveStance}} }}",1,0,,,,,Duel,inf,inf,Intrépide,Meditation,Duelist
52,Ruthless Instruction,oooo,oooo,buff,,,0.0,0.0,,,1,0, Requires Self has {{DefensiveStance}}<br> {{Dodge|2}}, Requires Self has {{DefensiveStance}} or {{AggressiveStance}}<br> {{Dodge|2}} when {{AggressiveStance}}<br> {{Buff2|Skills Ignore {{Blind}}}} (3 Turns) when {{DefensiveStance}},,,Duel,inf,inf,Intrépide,Ruthless Instruction,Duelist
54,''Riposte Attack'',oooo,oooo,melee,4-7,,0.05,0.0,,,0,0,,,,{{Riposte2Desc}} }},Duel,inf,inf,Intrépide,''Riposte Attack'',Duelist
31,Touché,oooo,oo..,melee,5-7,7-9,0.05,0.1, {{Move2|back|1}} When {{DefensiveStance}}<br> {{Move2|forward|1}} When {{AggressiveStance}}," {{Move2|back|1}} When {{DefensiveStance}}<br> {{Move2|forward|1}} When {{AggressiveStance}}<br> <span class""buff-dd2"">Rank 1 or 2:</span> Gain {{DefensiveStance}} If no Stance<br> <span class""buff-dd2"">Rank 3 or 4:</span> Gain {{AggressiveStance}} If no Stance }}",0,0,,,,,Duel,inf,inf,Instructrice,Touché,Duelist
33,Feint,.ooo,oo..,melee,2-4,3-6,0.05,0.1, Invert Stance<br /> {{Riposte2|2}}, Invert Stance<br /> {{Riposte2|3}} }},0,0,,,,,Duel,inf,inf,Instructrice,Feint,Duelist
39,Flick,..oo,oo..,melee,4-6,6-8,0.1,0.15,,,0,0, {{Dodge|ignore}} When {{DefensiveStance}}<br> {{Block|ignore}} When {{AggressiveStance}}, {{Execution|1}}<br> {{Dodge|ignore}} When {{DefensiveStance}}<br> {{Block|ignore}} When {{AggressiveStance}} }},,,Duel,inf,inf,Instructrice,Flick,Duelist
40,Preparation,oooo,self,buff,,,0.0,0.0, {{AggressiveStance}}{{Strength}}{{SpeedToken}}," {{AggressiveStance}}{{Strength}}{{SpeedToken}}<br> <span class""buff-dd2"">+50% Riposte DMG</span> (4 Turns) When {{DefensiveStance}}<br> {{Crit}} When {{AggressiveStance}}",1,0,,,,,Duel,inf,inf,Instructrice,Preparation,Duelist
42,The Boot,.ooo,oo..,melee,2-5,3-6,0.05,0.15,,,0,0, Requires Self has{{AggressiveStance}}<br> {{Move2|knockback|2}}, Requires Self has{{AggressiveStance}}<br> {{Move2|knockback|3}}<br> {{Combo}} }},,,Duel,inf,inf,Instructrice,The Boot,Duelist
46,Flèche,ooo.,ooo.,melee,6-8,7-10,0.1,0.15, {{AggressiveStance}}<br> {{Move2|forward|3}}<br> {{Dodge|remove}}, {{AggressiveStance}}<br> {{Move2|forward|3}}<br> Remove all {{Dodge}} when no {{DefensiveStance}} }},0,0," <span class""buff-dd2"">+30%</span> DMG When {{AggressiveStance}}"," <span class""buff-dd2"">+30%</span> DMG When {{AggressiveStance}}<br> <span class""buff-dd2"">+5%</span> CRIT When {{AggressiveStance}}",,,Duel,inf,inf,Instructrice,Flèche,Duelist
47,Meditation,oooo,self,buff,,,0.0,0.0," {{DefensiveStance}}, {{Dodge|3}}<br> {{Taunt|2}} when {{DefensiveStance}}<br> {{Riposte2|2}} when {{AggressiveStance}}"," {{DefensiveStance}}, {{Dodge+|3}}<br> Remove {{Combo}}<br> {{Taunt|2}} when {{DefensiveStance}}<br> {{Riposte2|2}} when {{AggressiveStance}} }}",1,0,,,,,Duel,inf,inf,Instructrice,Meditation,Duelist
54,''Riposte Attack'',oooo,oooo,melee,4-7,,0.05,0.0,,,0,0,,,,{{Riposte2Desc}} }},Duel,inf,inf,Instructrice,''Riposte Attack'',Duelist
10,Smite,..oo,oo..,melee,5-7,7-9,0.05,0.1,,,0,0,"<span class""buff-dd2"">+50%</span> DMG when Target {{Combo}} }}",,,,Cru,inf,inf,Wanderer,Smite,Crusader
11,Smite (Aggressor),..oo,oo..,melee,5-7,7-10,0.05,0.1,,,0,0," {{Execution|1}} when Target {{Burn2}}<br> <span class""buff-dd2"">Gain on Killing Blow:</span> {{Stress2|-1}}"," {{Execution|2}} when Target {{Burn2}}<br> <span class""buff-dd2"">Gain on Killing Blow:</span> {{Stress2|-2}} }}",,,Cru,inf,inf,Aggressor,Smite,Crusader
12,Smite (Templar),..oo,oo..,melee,5-7,7-10,0.05,0.0,{{Stress2|-1}} when Target {{Combo}} ,{{Stress2|-2}} when Target {{Combo}}  }},0,0,,,,,Cru,inf,inf,Templar,Smite,Crusader
13,Stunning Blow,..oo,oo..,melee,3-5,4-6,0.05,0.1,,,0,0,{{Stun}} when Target {{Combo}},"{{Stun}} when Target {{Combo}}<br>Remove {{Strength}}, {{Crit}} }}",,,Cru,inf,inf,Wanderer,Stunning Blow,Crusader
14,Zealous Accusation,..oo,o-o..,ranged,1-2,2-3,0.05,0.0,,,0,0,{{Burn2|2}}<br />{{Combo}} (25%),{{Burn2|3}}<br />{{Combo}} (33%) }},,,Cru,inf,inf,Wanderer,Zealous Accusation,Crusader
